prs_PersoonsID,AfstandSchool,pcp_Regio,isc_VanDatum,isc_OpleidingsCode,LeeftijdMaandenEersteInschr,NrStdInEersteKlas,Geslacht,AantalOplVOORICAIngeschreven,PCertificaat_Opl,PropCertificaatDatum,HeeftP,VoorOpleidingsNiveau,HeeftWisInVooropleiding,Aanwezigheid1ejaar,EersteToetsCijfer,GemToetsCijferEerstePeriode,HeeftBijzOmstandigheden
505849,41,Winterswijk,9/1/2017,ICT,232,33,Man,1,ICT,6/27/2018,1,MBO,?,87.5,76,72,0
505853,27,Apeldoorn,9/1/2017,CMD,246,27,Vrouw,1,CMD,11/30/2018,1,MBO,?,61.9,73,68,0
505854,29,Den Bosch Eindhoven,9/1/2017,CMD,209,28,Vrouw,1,CMD,6/27/2018,1,HAVO,1,85.0,68,79,1
505855,26,Apeldoorn,9/1/2017,ICT,206,26,Vrouw,1,Niet Behaald,0,0,HAVO,1,71.4,63,59,0
505857,4,Arnhem,9/1/2017,CMD,215,27,Vrouw,1,CMD,7/8/2019,1,HAVO,0,54.7,60,60,0
505863,20,Nijmegen,9/1/2017,CMD,225,29,Man,1,Niet Behaald,0,0,HAVO,1,13.6,0,0,0
505867,54,Winterswijk,9/1/2017,ICT,248,26,Man,1,ICT,6/27/2018,1,MBO,?,97.7,92,75,0
505869,3,Zevenaar,9/1/2017,ICT,205,32,Man,1,ICT,6/27/2018,1,HAVO,1,91.3,76,74,0
505889,25,Noord Gld Overijssel,9/1/2017,ICT,242,24,Man,1,ICT,6/27/2018,1,MBO,?,92.1,70,75,0
505893,31,Doetinchem,9/1/2017,ICT,241,23,Man,1,ICT,1/29/2019,1,MBO,?,89.7,45,69,0
505926,36,Veenendaal,9/1/2017,CMD,258,31,Man,1,CMD,1/29/2019,1,MBO,?,69.5,80,68,1
505935,6,Nijmegen,9/1/2017,ICT,236,22,Man,1,Niet Behaald,0,0,MBO,?,29.9,14,35,0
505964,53,Winterswijk,9/1/2017,CMD,239,27,Vrouw,1,Niet Behaald,0,0,MBO,?,80.2,80,76,0
505971,4,Nijmegen,9/1/2017,ICT,223,24,Man,1,ICT,6/27/2018,1,HAVO,1,89.4,80,69,0
505974,9,Zevenaar,9/1/2017,CMD,207,27,Vrouw,1,CMD,6/27/2018,1,HAVO,1,83.8,83,81,0
505979,3,Arnhem,9/1/2017,CMD,277,27,Vrouw,1,CMD,6/27/2018,1,MBO,?,92.4,73,72,0
505982,28,Noord Gld Overijssel,9/1/2017,CMD,241,27,Vrouw,1,CMD,7/8/2019,1,MBO,?,87.0,70,60,0
505993,6,Zevenaar,9/1/2017,CMD,223,31,Man,1,CMD,1/29/2019,1,HAVO,1,75.8,67,58,0
506019,38,Veenendaal,9/1/2017,CMD,226,27,Vrouw,1,CMD,6/27/2018,1,HAVO,1,85.0,80,78,0
506021,3,Zevenaar,9/1/2017,ICT,223,24,Man,1,ICT,1/29/2019,1,VWO,1,88.9,71,67,0
506030,31,Doetinchem,9/1/2017,CMD,210,27,Man,1,Niet Behaald,0,0,HAVO,1,98.6,63,60,0
506031,29,Doetinchem,9/1/2017,ICT,211,33,Man,1,Niet Behaald,0,0,HAVO,1,61.5,85,61,0
506032,12,Nijmegen,9/1/2017,ICT,227,27,Man,1,Niet Behaald,0,0,HAVO,1,59.7,59,40,0
506033,10,Den Bosch Eindhoven,9/1/2017,ICT,239,30,Man,1,ICT,6/26/2019,1,MBO,?,75.7,57,55,0
506036,47,Den Bosch Eindhoven,9/1/2017,ICT,230,26,Man,1,ICT,6/27/2018,1,MBO,?,97.7,81,74,0
506037,25,Doetinchem,9/1/2017,CMD,227,27,Vrouw,1,CMD,6/27/2018,1,MBO,?,75.4,73,65,0
506042,36,Doetinchem,9/1/2017,CMD,242,27,Man,1,CMD,6/27/2018,1,MBO,?,74.3,78,63,0
506046,26,Veenendaal,9/1/2017,CMD,205,31,Man,1,CMD,6/27/2018,1,HAVO,1,94.7,63,68,0
